query_id,query_text,city,user_lat,user_lon,timestamp,query_type,source,raw_query_id,extra_context
mobilitybench_q_3667e19aaa33eb515b,搜一下附近最近的轮胎修换轮胎的,辽阳市,41.266805,123.165635,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:52,"{""context"":{""city"":""辽阳市"",""user_current_location"":""123.16563516855238,41.26680467752156""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '123.16563516855238,41.26680467752156', 'keywords': '轮胎'}}]""}"
mobilitybench_q_0ca4074ddceae1ab21,长虹路88号利客隆物流配送中心,南宁市,22.822126,108.203471,,poi_search,mobilitybench,all_data_benchmark_50000.csv:57,"{""context"":{""city"":""南宁市"",""user_current_location"":""108.20347130298616,22.822125720345014""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '长虹路88号利客隆物流配送中心', 'city': '南宁市'}}]""}"
mobilitybench_q_bbf8873ade355a6d6c,附近的加附近的中国人民银行,沈阳市,41.853525,123.480143,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:62,"{""context"":{""city"":""沈阳市"",""user_current_location"":""123.48014295101169,41.8535250851747""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '123.48014295101169,41.8535250851747', 'keywords': '中国人民银行'}}]""}"
mobilitybench_q_6a22cd1beed39b3c42,寻找附近的天然气加气站,沈阳市,41.780372,123.385291,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:66,"{""context"":{""city"":""沈阳市"",""user_current_location"":""123.38529065251355,41.78037193019121""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '123.38529065251355,41.78037193019121', 'keywords': '天然气加气站'}}]""}"
mobilitybench_q_949d7c44341d17a0a6,宁波北仑区春晓大大道19号富日物流园,扬州市,32.339145,119.519132,,poi_search,mobilitybench,all_data_benchmark_50000.csv:67,"{""context"":{""city"":""扬州市"",""user_current_location"":""119.51913177967074,32.339145277344485""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '宁波北仑区春晓大大道19号富日物流园', 'city': '扬州市'}}]""}"
mobilitybench_q_8040cf1a2912bb4596,湖北学院经济学院水上基地,武汉市,30.422087,114.441648,,poi_search,mobilitybench,all_data_benchmark_50000.csv:71,"{""context"":{""city"":""武汉市"",""user_current_location"":""114.44164842367174,30.422086835050123""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '湖北学院经济学院水上基地', 'city': '武汉市'}}]""}"
mobilitybench_q_af8db7c28c8caf8501,长椿街44路公交车总站,北京市,39.949048,116.396858,,poi_search,mobilitybench,all_data_benchmark_50000.csv:73,"{""context"":{""city"":""北京市"",""user_current_location"":""116.39685809612276,39.949048126590476""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '长椿街44路公交车总站', 'city': '北京市'}}]""}"
mobilitybench_q_261a6d375ad7159127,搜索一下周边的自助洗车,北京市,40.199360,116.728828,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:80,"{""context"":{""city"":""北京市"",""user_current_location"":""116.72882840037346,40.1993601346603""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '116.72882840037346,40.1993601346603', 'keywords': '自助洗车'}}]""}"
mobilitybench_q_ae57222cc9cc47f891,北京路清真牛肉拉面。,广州市,23.118320,113.269322,,poi_search,mobilitybench,all_data_benchmark_50000.csv:85,"{""context"":{""city"":""广州市"",""user_current_location"":""113.26932191848756,23.11831955584967""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': ' 北京路清真牛肉拉面。', 'city': '广州市'}}]""}"
mobilitybench_q_882a065b0663ad81ab,我最近的招商银行ATM在哪里,深圳市,22.633323,114.037028,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:88,"{""context"":{""city"":""深圳市"",""user_current_location"":""114.037028,22.633323""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '114.037028,22.633323', 'keywords': '招商银行atm'}}]""}"
mobilitybench_q_cb0573cd6a135e74d2,绍兴哪里有泡泡玛特的店,绍兴市,30.025717,120.561004,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:93,"{""context"":{""city"":""绍兴市"",""user_current_location"":""120.56100368499757,30.02571669693619""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '120.56100368499757,30.02571669693619', 'keywords': '泡泡玛特的店'}}]""}"
mobilitybench_q_6fe8cab03432301d0e,最近的建设银行建设银行,克孜勒苏柯尔克孜自治州,39.755228,75.637663,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:97,"{""context"":{""city"":""克孜勒苏柯尔克孜自治州"",""user_current_location"":""75.63766255974771,39.75522826222611""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '75.63766255974771,39.75522826222611', 'keywords': '建设银行建设银行'}}]""}"
mobilitybench_q_7d1210be43502f4d46,深圳大鹏半岛国家地质公园。,惠州市,22.752797,114.505781,,poi_search,mobilitybench,all_data_benchmark_50000.csv:106,"{""context"":{""city"":""惠州市"",""user_current_location"":""114.50578138232231,22.75279670549028""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': ' 深圳大鹏半岛国家地质公园。', 'city': '惠州市'}}]""}"
mobilitybench_q_e88061a1bfa4e4741d,砀山最近的保险公司在哪里,宿州市,34.421556,116.417254,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:109,"{""context"":{""city"":""宿州市"",""user_current_location"":""116.41725361347198,34.4215558511227""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '砀山', 'city': '宿州市'}}, {'name': 'search_around_poi', 'arguments': {'location': '116.366257,34.442139', 'keywords': '保险公司'}}]""}"
mobilitybench_q_27be76dc082c48f3d5,老芦村老芦潮港路如家酒店,上海市,30.871620,121.855623,,poi_search,mobilitybench,all_data_benchmark_50000.csv:111,"{""context"":{""city"":""上海市"",""user_current_location"":""121.85562282800674,30.87161965702731""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '老芦村老芦潮港路如家酒店', 'city': '上海市'}}]""}"
mobilitybench_q_f3a436bf8acb754407,五河县袁集大桥五河县袁集大桥,蚌埠市,33.162125,117.410576,,poi_search,mobilitybench,all_data_benchmark_50000.csv:113,"{""context"":{""city"":""蚌埠市"",""user_current_location"":""117.41057619452478,33.16212546834079""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '五河县袁集大桥五河县袁集大桥', 'city': '蚌埠市'}}]""}"
mobilitybench_q_8d3914ed0deda2504a,抚顺玉龙溪西冰雪大世界,葫芦岛市,40.777865,120.971551,,poi_search,mobilitybench,all_data_benchmark_50000.csv:117,"{""context"":{""city"":""葫芦岛市"",""user_current_location"":""120.97155064344408,40.77786450138995""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '抚顺玉龙溪西冰雪大世界', 'city': '葫芦岛市'}}]""}"
mobilitybench_q_80ab2c586e019782aa,黄河大街和民族东路交叉口附近的社区医院,包头市,40.633590,109.846198,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:120,"{""context"":{""city"":""包头市"",""user_current_location"":""109.84619826078416,40.633589767582095""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '黄河大街和民族东路交叉口', 'city': '包头市'}}, {'name': 'search_around_poi', 'arguments': {'location': '109.844352,40.628523', 'keywords': '社区医院'}}]""}"
mobilitybench_q_c0e4c2371ab2abbf12,附近的大型农贸批发市场,苏州市,31.258626,120.460819,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:126,"{""context"":{""city"":""苏州市"",""user_current_location"":""120.460819,31.258626""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '120.460819,31.258626', 'keywords': '大型农贸批发市场'}}]""}"
mobilitybench_q_e2e9c0bc3b0aaab144,附近哪里有上汽大众4S店,天津市,38.994123,117.654164,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:127,"{""context"":{""city"":""天津市"",""user_current_location"":""117.65416368842128,38.99412344790716""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '117.65416368842128,38.99412344790716', 'keywords': '上汽大众4s店'}}]""}"
mobilitybench_q_ab7927136d0e185b8f,呃搜索一下附近考试路段,宿迁市,34.114208,118.844431,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:133,"{""context"":{""city"":""宿迁市"",""user_current_location"":""118.84443148970604,34.114208451926636""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '118.84443148970604,34.114208451926636', 'keywords': '考试'}}]""}"
mobilitybench_q_3b45dcb4a2f01e5ae1,火车站万达附近的那个旅馆,德阳市,,,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:137,"{""context"":""{'user_current_location': nan, 'city': '德阳市'}"",""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '火车站万达', 'city': '德阳市'}}, {'name': 'search_around_poi', 'arguments': {'location': '104.414642,31.157714', 'keywords': '旅馆'}}]""}"
mobilitybench_q_e350287498a35f108e,小德小德帮我找附近的充电站,银川市,38.711528,106.315776,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:142,"{""context"":{""city"":""银川市"",""user_current_location"":""106.31577551364899,38.71152764410428""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '106.31577551364899,38.71152764410428', 'keywords': '充电站'}}]""}"
mobilitybench_q_23b4f36a9f86f943cd,江北附近哪里有保险公司？,宁波市,29.875361,121.587268,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:146,"{""context"":{""city"":""宁波市"",""user_current_location"":""121.58726781606674,29.87536093805777""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '江北', 'city': '宁波市'}}, {'name': 'search_around_poi', 'arguments': {'location': '121.555067,29.886730', 'keywords': '保险公司'}}]""}"
mobilitybench_q_602192db5aee23b39a,包河区外国语第二实验小学,合肥市,31.803352,117.235596,,poi_search,mobilitybench,all_data_benchmark_50000.csv:149,"{""context"":{""city"":""合肥市"",""user_current_location"":""117.23559558391571,31.80335190853958""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '包河区外国语第二实验小学', 'city': '合肥市'}}]""}"
mobilitybench_q_88fae8c5aedbdf591a,我现在所在的位置附近汽车维修部,昆明市,24.961064,102.592509,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:157,"{""context"":{""city"":""昆明市"",""user_current_location"":""102.592509,24.961064""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '102.592509,24.961064', 'keywords': '汽车维修部'}}]""}"
mobilitybench_q_d8a03ba2e10fc56c95,建设北路新华华联超市附近,西安市,34.109262,108.903408,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:164,"{""context"":{""city"":""西安市"",""user_current_location"":""108.90340849757196,34.109261791770564""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '108.90340849757196,34.109261791770564', 'keywords': '建设北路新华华联超市'}}]""}"
mobilitybench_q_8330a84cfd17820aba,晨光家园C区204号楼,北京市,40.100757,116.360416,,poi_search,mobilitybench,all_data_benchmark_50000.csv:165,"{""context"":{""city"":""北京市"",""user_current_location"":""116.360416,40.100757""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '晨光家园C区204号楼', 'city': '北京市'}}]""}"
mobilitybench_q_adf363d472d5d0bef2,北京南水北调环线管理处,北京市,39.861881,116.659261,,poi_search,mobilitybench,all_data_benchmark_50000.csv:168,"{""context"":{""city"":""北京市"",""user_current_location"":""116.6592612862587,39.861880753235845""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '北京南水北调环线管理处', 'city': '北京市'}}]""}"
mobilitybench_q_963a012718d15c3414,搜索一下花都附近有没有卖电子秤的,广州市,23.414907,113.233166,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:171,"{""context"":{""city"":""广州市"",""user_current_location"":""113.23316574096678,23.41490721564651""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '113.23316574096678,23.41490721564651', 'keywords': '卖电子秤'}}]""}"
mobilitybench_q_c143a3d09cb7ee4adf,福临万家一期东区10号楼,青岛市,36.134031,120.445611,,poi_search,mobilitybench,all_data_benchmark_50000.csv:173,"{""context"":{""city"":""青岛市"",""user_current_location"":""120.44561102986336,36.13403078645563""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '福临万家一期东区10号楼', 'city': '青岛市'}}]""}"
mobilitybench_q_f8636a3d34a15bda87,松北二区公安局15号楼,吉林市,43.863179,126.512129,,poi_search,mobilitybench,all_data_benchmark_50000.csv:175,"{""context"":{""city"":""吉林市"",""user_current_location"":""126.51212945580482,43.86317901750461""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '松北二区公安局15号楼', 'city': '吉林市'}}]""}"
mobilitybench_q_ff4d5c77ee96f24815,你给我找一下附近的充电桩,晋中市,37.697891,112.701158,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:178,"{""context"":{""city"":""晋中市"",""user_current_location"":""112.70115762948991,37.6978913650651""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '112.70115762948991,37.6978913650651', 'keywords': '充电桩'}}]""}"
mobilitybench_q_7ac73bb0787d4cfd9e,希尔顿欢朋酒店华强北店,深圳市,22.573665,114.126893,,poi_search,mobilitybench,all_data_benchmark_50000.csv:179,"{""context"":{""city"":""深圳市"",""user_current_location"":""114.12689253687859,22.573664884298186""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '希尔顿欢朋酒店华强北店', 'city': '深圳市'}}]""}"
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:180,"{""context"":{""city"":""阿克苏地区"",""user_current_location"":""80.7046262919903,42.25967249971134""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '阿克苏火车站', 'city': '阿克苏地区'}}, {'name': 'search_around_poi', 'arguments': {'location': '80.306080,41.144762', 'keywords': '快递驿站'}}]""}"
mobilitybench_q_47107aee68729583e2,长春动植物公园附近的工商银行,长春市,43.874746,125.291630,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:188,"{""context"":{""city"":""长春市"",""user_current_location"":""125.291630,43.874746""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '长春动植物公园', 'city': '长春市'}}, {'name': 'search_around_poi', 'arguments': {'location': '125.335289,43.868108', 'keywords': '工商银行'}}]""}"
mobilitybench_q_f6e4cc34330576930f,闵行区灯辉路1128号5号仓库,上海市,31.360843,121.277304,,poi_search,mobilitybench,all_data_benchmark_50000.csv:189,"{""context"":{""city"":""上海市"",""user_current_location"":""121.27730369567871,31.360842678115215""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '闵行区灯辉路1128号5号仓库', 'city': '上海市'}}]""}"
mobilitybench_q_a930a756a4e412105d,丰顺中学附近哪里有眼镜店？,梅州市,23.742595,116.181819,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:195,"{""context"":{""city"":""梅州市"",""user_current_location"":""116.18181869387628,23.742594582971858""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '丰顺中学', 'city': '梅州市'}}, {'name': 'search_around_poi', 'arguments': {'location': '116.180553,23.742402', 'keywords': '眼镜店'}}]""}"
mobilitybench_q_2cfca3ee2fd42378e1,高尔夫别墅春晓苑85栋,长沙市,28.354177,112.957062,,poi_search,mobilitybench,all_data_benchmark_50000.csv:198,"{""context"":{""city"":""长沙市"",""user_current_location"":""112.957062,28.354177""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '高尔夫别墅春晓苑85栋', 'city': '长沙市'}}]""}"
mobilitybench_q_fbfaa755644261814b,冀中能源供应链科技河北有限公司,邢台市,37.004171,114.539694,,poi_search,mobilitybench,all_data_benchmark_50000.csv:203,"{""context"":{""city"":""邢台市"",""user_current_location"":""114.5396938920021,37.00417096271537""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '冀中能源供应链科技河北有限公司', 'city': '邢台市'}}]""}"
mobilitybench_q_9ced4280c3781a24cb,帮我找一下附近的电子公司,赣州市,25.416601,114.916792,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:205,"{""context"":{""city"":""赣州市"",""user_current_location"":""114.9167923629284,25.416601097384287""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '114.9167923629284,25.416601097384287', 'keywords': '电子公司'}}]""}"
mobilitybench_q_8a4bc183b5a77ab7b2,镇海区骆驼街道团桥村杭甬路399号,宁波市,29.990049,121.651998,,poi_search,mobilitybench,all_data_benchmark_50000.csv:207,"{""context"":{""city"":""宁波市"",""user_current_location"":""121.65199756622316,29.990048514420145""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '镇海区骆驼街道团桥村杭甬路399号', 'city': '宁波市'}}]""}"
mobilitybench_q_2a78ea24bf9d954e71,搜索最近的汽车充电站。,烟台市,37.505153,121.253365,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:208,"{""context"":{""city"":""烟台市"",""user_current_location"":""121.25336498022081,37.505153356653665""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '121.25336498022081,37.505153356653665', 'keywords': '汽车充电站'}}]""}"
mobilitybench_q_e9203dc8b56a5582b5,佳源巴黎都市二期12栋,合肥市,31.700751,117.258964,,poi_search,mobilitybench,all_data_benchmark_50000.csv:214,"{""context"":{""city"":""合肥市"",""user_current_location"":""117.258964,31.700751""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '佳源巴黎都市二期12栋', 'city': '合肥市'}}]""}"
mobilitybench_q_4302d3108ed6fd92a7,湖桥村工业三区湖谐路168号,苏州市,31.150016,120.512733,,poi_search,mobilitybench,all_data_benchmark_50000.csv:216,"{""context"":{""city"":""苏州市"",""user_current_location"":""120.51273331046104,31.150015726677744""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""POI Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '湖桥村工业三区湖谐路168号', 'city': '苏州市'}}]""}"
