query_id,poi_id,rank,score,candidate_source,source
mobilitybench_q_ec71dfccb33a2a43fe,mobilitybench:d45f8c6e6dabdf303b,6,,near_poi_ans,mobilitybench
mobilitybench_q_ec71dfccb33a2a43fe,mobilitybench:9c95dc5246951cc64d,7,,near_poi_ans,mobilitybench
mobilitybench_q_ec71dfccb33a2a43fe,mobilitybench:2715c09eabc42cd09a,8,,near_poi_ans,mobilitybench
mobilitybench_q_ec71dfccb33a2a43fe,mobilitybench:a9f99250f7f2aae14d,9,,near_poi_ans,mobilitybench
mobilitybench_q_ec71dfccb33a2a43fe,mobilitybench:c9096b8862df45eb0d,10,,near_poi_ans,mobilitybench
mobilitybench_q_ec71dfccb33a2a43fe,mobilitybench:7b3635dc003e62a4ab,11,,poi_result,mobilitybench
mobilitybench_q_83a9828285da345927,mobilitybench:e514e0d4ce550f82a7,1,,near_poi_ans,mobilitybench
mobilitybench_q_83a9828285da345927,mobilitybench:4e8bd8a797c8b30044,2,,near_poi_ans,mobilitybench
mobilitybench_q_83a9828285da345927,mobilitybench:d711c5a72c75ac4119,3,,near_poi_ans,mobilitybench
mobilitybench_q_83a9828285da345927,mobilitybench:820fb634f4252cbd6a,4,,poi_result,mobilitybench
mobilitybench_q_b2f524addca70e5b81,mobilitybench:e3cbdb6b68ee666db7,1,,near_poi_ans,mobilitybench
mobilitybench_q_b2f524addca70e5b81,mobilitybench:61508e266a2135cb20,2,,near_poi_ans,mobilitybench
mobilitybench_q_b2f524addca70e5b81,mobilitybench:8915d37a6a4661b0ab,3,,near_poi_ans,mobilitybench
mobilitybench_q_b2f524addca70e5b81,mobilitybench:f25cfd2226ba8584be,4,,near_poi_ans,mobilitybench
mobilitybench_q_b2f524addca70e5b81,mobilitybench:cbc7df13dd6e791b8c,5,,near_poi_ans,mobilitybench
mobilitybench_q_b2f524addca70e5b81,mobilitybench:37216897d34de69115,6,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:36e929bf0642f70820,1,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:f64fadc4a87114ed15,2,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:23fcd3f853535594c7,3,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:4f58c150a24d8bc02b,4,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:1ac697f5271092106a,5,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:2f1e8e996021ca3e6c,6,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:9ad473ca40b92cc157,7,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:7f2c0de85fe167bdb1,8,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:2c2297b77e87834ef1,9,,near_poi_ans,mobilitybench
mobilitybench_q_e387504a37cae0ecbe,mobilitybench:794bc1584c4c201f59,10,,near_poi_ans,mobilitybench
mobilitybench_q_29e277049326da9ce6,mobilitybench:aee9c07922bd3509d0,1,,poi_result,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:5ec22ce77ad703ec65,1,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:eeee08f3c90b91cd06,2,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:8a740d35ec79cfbb39,3,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:c1c4df61758d0d7a87,4,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:2972bb421d2d334084,5,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:1fb7ecbbd224639553,6,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:b00ae5a3626ed6e91a,7,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:2ddd02c58aaba561c9,8,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:01d082a5b8e00b3b8d,9,,near_poi_ans,mobilitybench
mobilitybench_q_3667e19aaa33eb515b,mobilitybench:8c01ca92985a3cf570,10,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:b943acdc50f3085fa1,1,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:a04afd75892796727d,2,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:f69fae763932f25091,3,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:cac6c835a12127eaf9,4,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:80bb0caef9d1ecfe28,5,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:c631df86e5bfcf079a,6,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:268fb891dc71686dfc,7,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:d9715603a98cd20fa6,8,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:c535e768fd895ea41f,9,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:34a77191538dbbcf8d,10,,near_poi_ans,mobilitybench
mobilitybench_q_3672a3f55b15bb925f,mobilitybench:b96518e22a7ab18eb3,11,,poi_result,mobilitybench
mobilitybench_q_0ca4074ddceae1ab21,mobilitybench:7390a265a55307bf97,1,,poi_result,mobilitybench
mobilitybench_q_bbf8873ade355a6d6c,mobilitybench:4c796ec4d3889428c3,1,,near_poi_ans,mobilitybench
mobilitybench_q_bbf8873ade355a6d6c,mobilitybench:17721e2d5e02fb24f9,2,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:2a19696aa21ec95da6,1,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:48002f1ff0e4e0b043,2,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:02c863201772f3fe81,3,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:e2bd0b7b760eb60fa8,4,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:b7e9489ff1fc71f722,5,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:e183a75c91e555d611,6,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:626a224dbfa0e998d4,7,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:8adbd6259d166a6ec1,8,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:fc98bfe86c2922ceb5,9,,near_poi_ans,mobilitybench
mobilitybench_q_6a22cd1beed39b3c42,mobilitybench:4a6725dcde7f84c7a0,10,,near_poi_ans,mobilitybench
mobilitybench_q_949d7c44341d17a0a6,mobilitybench:980b8126b1dc5aaae5,1,,poi_result,mobilitybench
mobilitybench_q_8040cf1a2912bb4596,mobilitybench:ef078a6c3ab12a725d,1,,poi_result,mobilitybench
mobilitybench_q_1f83fe1578b408731c,mobilitybench:1f5a6c054b4390f1da,1,,near_poi_ans,mobilitybench
mobilitybench_q_af8db7c28c8caf8501,mobilitybench:21b4c304d16a3e1cfa,1,,poi_result,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:7a7680298a2bac2b21,1,,near_poi_ans,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:78086d8447f02f0077,2,,near_poi_ans,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:bf98a82b6ec3297927,3,,near_poi_ans,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:ca96aae87add5ff83f,4,,near_poi_ans,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:ed648a7de814400f1d,5,,near_poi_ans,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:b9c2d2bd46b8bd96d2,6,,near_poi_ans,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:ca84eee3894641b057,7,,near_poi_ans,mobilitybench
mobilitybench_q_261a6d375ad7159127,mobilitybench:e7e9e28c4772ad320b,8,,near_poi_ans,mobilitybench
mobilitybench_q_ae57222cc9cc47f891,mobilitybench:675e9a91de536bbbb3,1,,poi_result,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:b7d1d4c8e4c5b1d58d,1,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:8fb8a9f51b9b4040d0,2,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:53e80d0c723d45fa2d,3,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:0f5de28a71cc0e8310,4,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:dc4907b58197384737,5,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:3670e6bb5e984445ab,6,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:d1bde675e04d9e690b,7,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:fd571205e56acf12e7,8,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:d99fa98b32d73010b1,9,,near_poi_ans,mobilitybench
mobilitybench_q_882a065b0663ad81ab,mobilitybench:c3e298ef93bb3ad7ab,10,,near_poi_ans,mobilitybench
mobilitybench_q_7d1210be43502f4d46,mobilitybench:1f99b73ed289f1982e,1,,poi_result,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:c3f8af0b43f54d90fa,1,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:6e3bc9f68cc5188556,2,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:9694d03aa7a9c13ba3,3,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:fdbf4e0c2830cc3189,4,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:68b515e455759a7c9c,5,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:c1b6838f64aee4ec94,6,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:d8e46a984e18bf1ca1,7,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:5d6235c9931994203b,8,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:6c2ddee30f4a37e0c2,9,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:a61d5d2e217b0b0516,10,,near_poi_ans,mobilitybench
mobilitybench_q_e88061a1bfa4e4741d,mobilitybench:4db2939cab7e2c9ae8,11,,poi_result,mobilitybench
mobilitybench_q_27be76dc082c48f3d5,mobilitybench:e9747a95faa7e91343,1,,poi_result,mobilitybench
mobilitybench_q_f3a436bf8acb754407,mobilitybench:4c6a3647504e43025d,1,,poi_result,mobilitybench
mobilitybench_q_8d3914ed0deda2504a,mobilitybench:9da00c4bf5b58a735f,1,,poi_result,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:b409b25a6ca6c5f504,1,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:917c717cfb2aba54cb,2,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:6cb1c888718597d339,3,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:abd046e7ea3846dd0e,4,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:8b144556b4d4b59ade,5,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:fd7e1847cda7d33d7a,6,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:04fe42e5032b769211,7,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:a2103a990a9efc38bf,8,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:9775cc296800ecb4a4,9,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:79296a97e342b8cdd0,10,,near_poi_ans,mobilitybench
mobilitybench_q_80ab2c586e019782aa,mobilitybench:a135113a242b67f56e,11,,poi_result,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:6416aa52d449df23c9,1,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:8ee342d1f5ee3785a7,2,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:3cb4257e66f09c8da6,3,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:d2690ff498b71447fb,4,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:d5ce29ece6222b8435,5,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:dd8c4dd216f765d81c,6,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:0d38e9d1ca52bea1c7,7,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:43b34d82e9b1472245,8,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:d4b27490236b701c02,9,,near_poi_ans,mobilitybench
mobilitybench_q_c0e4c2371ab2abbf12,mobilitybench:15dd2a8fc630f877de,10,,near_poi_ans,mobilitybench
mobilitybench_q_e2e9c0bc3b0aaab144,mobilitybench:360816210ae82efc41,1,,near_poi_ans,mobilitybench
mobilitybench_q_e2e9c0bc3b0aaab144,mobilitybench:079fd656bccbf6eb6a,2,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:3d2749cb1b68f11b9f,1,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:ecdbcfbc81ba0fa95e,2,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:8bf7d73368c9d8cf6d,3,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:8d9050816ec0e0c6af,4,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:334aea808e2cc18d29,5,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:dcd5a6460d526e6b43,6,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:1e2b403ddabd415664,7,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:3123abee05df7ebefa,8,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:f107c60235c6fec3a0,9,,near_poi_ans,mobilitybench
mobilitybench_q_3652e94200661ceb56,mobilitybench:09a555a7f08e27847b,10,,near_poi_ans,mobilitybench
mobilitybench_q_ab7927136d0e185b8f,mobilitybench:6805f90f49884cbc6a,1,,near_poi_ans,mobilitybench
mobilitybench_q_ab7927136d0e185b8f,mobilitybench:c31e67ae9bf2e8af95,2,,near_poi_ans,mobilitybench
mobilitybench_q_ab7927136d0e185b8f,mobilitybench:7ba39043fcab996843,3,,near_poi_ans,mobilitybench
mobilitybench_q_ab7927136d0e185b8f,mobilitybench:d7dd00b1e8c63b5c1d,4,,near_poi_ans,mobilitybench
mobilitybench_q_ab7927136d0e185b8f,mobilitybench:991240ddd9feca9cfb,5,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:2316b2931b560f55bb,1,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:5c7ef459a4eb02d088,2,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:554785bc8be6363a16,3,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:c91f5476fe19fe3bc8,4,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:956f5105a6b39fbd0f,5,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:92c30195541f4405bb,6,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:98af70e3b1e95a98f6,7,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:322ab6c9694d17c28b,8,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:00c5690ede4faa0dcc,9,,near_poi_ans,mobilitybench
mobilitybench_q_e042682a3e0635f763,mobilitybench:ccd0fd84787deb7570,10,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:0098017ce90d7bfecd,1,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:ad092f903b5a78068e,2,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:75a27f0e71935e0f8d,3,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:bfad15cda0a3bef144,4,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:39cc55a232b6a8374c,5,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:060dc45d13c6f5d7e5,6,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:826f8d0d18eedd8f10,7,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:d8a2e582e933d216a2,8,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:3ac63bda9d5d3bd93b,9,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:5a4a460c3cdc578ada,10,,near_poi_ans,mobilitybench
mobilitybench_q_3b45dcb4a2f01e5ae1,mobilitybench:961d53df6e637dd3a4,11,,poi_result,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:05ea4abd44223d1d7a,1,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:429da63a10f22024fb,2,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:1915a76c034e31afbc,3,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:b8ed2946fab689692d,4,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:c63c5933d03f8b0a51,5,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:b418141d09946a5354,6,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:bc914606bf1f1077c8,7,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:8c8ccdf09f820fc066,8,,near_poi_ans,mobilitybench
mobilitybench_q_e350287498a35f108e,mobilitybench:bbab7c7504e1367e83,9,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:9d0b0451021cf98cdb,1,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:aa2aacc0840fa926b4,2,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:a759e37c85e432273f,3,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:dcf36a9954320c3663,4,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:09cbb523e22bd48602,5,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:c7814e2cb6b43edbf3,6,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:44e9f6941edf92f270,7,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:5268a8daf463474876,8,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:9abecad9544e9fbbb8,9,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:66b62b02de45a8be96,10,,near_poi_ans,mobilitybench
mobilitybench_q_23b4f36a9f86f943cd,mobilitybench:6a8ff2ab60e4f7b76e,11,,poi_result,mobilitybench
mobilitybench_q_602192db5aee23b39a,mobilitybench:96177b85cdaac6b64e,1,,poi_result,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:ccc9301ad4122e62c4,1,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:d1ae69d02a7dec770c,2,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:7f5db5dcf79b089a0e,3,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:380a967bfc1cd51d3a,4,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:e64471e6cce0260a19,5,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:56339193490ad0e0fd,6,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:1d95ccc10f02a8cede,7,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:43d5f83ef86d419904,8,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:0f2227594cfaa1f13e,9,,near_poi_ans,mobilitybench
mobilitybench_q_88fae8c5aedbdf591a,mobilitybench:dde1a95d6669556393,10,,near_poi_ans,mobilitybench
mobilitybench_q_8330a84cfd17820aba,mobilitybench:62af8139b881267095,1,,poi_result,mobilitybench
